sector_id,to_node,Industry,from_node,unit,2025,std,2030,2040,2050
ceramics-and-other-non-metallic-mineral-products-excluding-cement-and-glass,ceramics-and-other-non-metalic-minerals,ceramics-and-other-non-metalic-minerals-production-reference,CH4,mwh_t_bricks_eq,0.18353884634939338,0.10452494530175893,0.18353884634939338,0.18353884634939338,0.18353884634939338
ceramics-and-other-non-metallic-mineral-products-excluding-cement-and-glass,ceramics-and-other-non-metalic-minerals,ceramics-and-other-non-metalic-minerals-production-reference,HC,mwh_t_bricks_eq,0.08140178854044766,0.0687281653107704,0.08140178854044766,0.08140178854044766,0.08140178854044766
ceramics-and-other-non-metallic-mineral-products-excluding-cement-and-glass,ceramics-and-other-non-metalic-minerals,ceramics-and-other-non-metalic-minerals-production-reference,bio,mwh_t_bricks_eq,0.10294107764332318,0.07429572637190102,0.10294107764332318,0.10294107764332318,0.10294107764332318
ceramics-and-other-non-metallic-mineral-products-excluding-cement-and-glass,ceramics-and-other-non-metalic-minerals,ceramics-and-other-non-metalic-minerals-production-reference,coal,mwh_t_bricks_eq,0.08661156105797553,0.07087827032306433,0.08661156105797553,0.08661156105797553,0.08661156105797553
ceramics-and-other-non-metallic-mineral-products-excluding-cement-and-glass,ceramics-and-other-non-metalic-minerals,ceramics-and-other-non-metalic-minerals-production-reference,elec,mwh_t_bricks_eq,0.11016524997599107,0.04390141362032182,0.11016524997599107,0.11016524997599107,0.11016524997599107
chemical,other-chemicals,other-chemicals-production-reference,CH4,mwh_t_ethylene_eq,2.4704671817980453,1.3009140104495176,2.4704671817980453,2.4704671817980453,2.4704671817980453
chemical,other-chemicals,other-chemicals-production-reference,HC,mwh_t_ethylene_eq,0.9166966212016229,0.8884653107038308,0.9166966212016229,0.9166966212016229,0.9166966212016229
chemical,other-chemicals,other-chemicals-production-reference,bio,mwh_t_ethylene_eq,0.14232682623412551,0.2256846448069357,0.14232682623412551,0.14232682623412551,0.14232682623412551
chemical,other-chemicals,other-chemicals-production-reference,coal,mwh_t_ethylene_eq,0.20549663530931137,0.5531496039897588,0.20549663530931137,0.20549663530931137,0.20549663530931137
chemical,other-chemicals,other-chemicals-production-reference,elec,mwh_t_ethylene_eq,1.745907588939451,0.7371172583689068,1.745907588939451,1.745907588939451,1.745907588939451
chemical,pharmaceuticals,pharmaceuticals-production-reference,CH4,mwh_t_ethylene_eq,2.3996516610782077,1.9093521588636166,2.3996516610782077,2.3996516610782077,2.3996516610782077
chemical,pharmaceuticals,pharmaceuticals-production-reference,HC,mwh_t_ethylene_eq,0.7656312662400493,0.794167460040575,0.7656312662400493,0.7656312662400493,0.7656312662400493
chemical,pharmaceuticals,pharmaceuticals-production-reference,bio,mwh_t_ethylene_eq,0.15925403751107556,0.3338536841860157,0.15925403751107556,0.15925403751107556,0.15925403751107556
chemical,pharmaceuticals,pharmaceuticals-production-reference,coal,mwh_t_ethylene_eq,0.17050606195880424,0.5571002356721483,0.17050606195880424,0.17050606195880424,0.17050606195880424
chemical,pharmaceuticals,pharmaceuticals-production-reference,elec,mwh_t_ethylene_eq,2.133866818987212,1.8292588424973615,2.133866818987212,2.133866818987212,2.133866818987212
food-beverages-and-tobacco,food-beverages-tobacco,food-beverages-tobacco-production-reference,CH4,mwh_mwh,0.9248786437895481,0.35834499790359675,0.9248786437895481,0.9248786437895481,0.9248786437895481
food-beverages-and-tobacco,food-beverages-tobacco,food-beverages-tobacco-production-reference,HC,mwh_mwh,0.2123763493876808,0.25769443161724764,0.2123763493876808,0.2123763493876808,0.2123763493876808
food-beverages-and-tobacco,food-beverages-tobacco,food-beverages-tobacco-production-reference,bio,mwh_mwh,0.09182770974984257,0.09455431898404894,0.09182770974984257,0.09182770974984257,0.09182770974984257
food-beverages-and-tobacco,food-beverages-tobacco,food-beverages-tobacco-production-reference,coal,mwh_mwh,0.03970944100851029,0.09443946723308312,0.03970944100851029,0.03970944100851029,0.03970944100851029
food-beverages-and-tobacco,food-beverages-tobacco,food-beverages-tobacco-production-reference,elec,mwh_mwh,0.739494879155775,0.16287296307582,0.739494879155775,0.739494879155775,0.739494879155775
food-beverages-and-tobacco,food-beverages-tobacco,food-beverages-tobacco-production-reference,heat,mwh_mwh,0.031135386749847196,0.007019599322331311,0.031135386749847196,0.031135386749847196,0.031135386749847196
machinery-equipment,machinery-equipment,machinery-equipment-production-reference,CH4,mwh_mwh,0.48667685200188093,0.20375973246106616,0.48667685200188093,0.48667685200188093,0.48667685200188093
machinery-equipment,machinery-equipment,machinery-equipment-production-reference,HC,mwh_mwh,0.10596353996052015,0.10711286498012791,0.10596353996052015,0.10596353996052015,0.10596353996052015
machinery-equipment,machinery-equipment,machinery-equipment-production-reference,bio,mwh_mwh,0.02685022815755247,0.051457376252356093,0.02685022815755247,0.02685022815755247,0.02685022815755247
machinery-equipment,machinery-equipment,machinery-equipment-production-reference,coal,mwh_mwh,0.004159009243761217,0.012305983814797168,0.004159009243761217,0.004159009243761217,0.004159009243761217
machinery-equipment,machinery-equipment,machinery-equipment-production-reference,elec,mwh_mwh,1.0713479662597538,0.22388495729398547,1.0713479662597538,1.0713479662597538,1.0713479662597538
machinery-equipment,machinery-equipment,machinery-equipment-production-reference,heat,mwh_mwh,0.09532361885017476,0.03399941563213555,0.09532361885017476,0.09532361885017476,0.09532361885017476
non-ferrous-metals,alumina,alumina-production-reference,CH4,mwh_t,2.636636172037527,0.468698174063286,2.636636172037527,2.636636172037527,2.636636172037527
non-ferrous-metals,alumina,alumina-production-reference,HC,mwh_t,0.09208640090268637,0.07991953711685502,0.09208640090268637,0.09208640090268637,0.09208640090268637
non-ferrous-metals,alumina,alumina-production-reference,bio,mwh_t,0.008185490078981271,0.013132161203947565,0.008185490078981271,0.008185490078981271,0.008185490078981271
non-ferrous-metals,alumina,alumina-production-reference,coal,mwh_t,0.1919856002937045,0.4661291663019076,0.1919856002937045,0.1919856002937045,0.1919856002937045
non-ferrous-metals,alumina,alumina-production-reference,elec,mwh_t,0.7973481123771461,0.36996786346819255,0.7973481123771461,0.7973481123771461,0.7973481123771461
non-ferrous-metals,aluminium-primary,aluminium-primary-production-reference,CH4,mwh_t,1.740924366628554,1.5941145609055931,1.740924366628554,1.740924366628554,1.740924366628554
non-ferrous-metals,aluminium-primary,aluminium-primary-production-reference,HC,mwh_t,0.09619228945232192,0.15062959141145998,0.09619228945232192,0.09619228945232192,0.09619228945232192
non-ferrous-metals,aluminium-primary,aluminium-primary-production-reference,bio,mwh_t,0.0009576736024445864,0.0017848999158881637,0.0009576736024445864,0.0009576736024445864,0.0009576736024445864
non-ferrous-metals,aluminium-primary,aluminium-primary-production-reference,coal,mwh_t,0.05699701641069588,0.08006150062855338,0.05699701641069588,0.05699701641069588,0.05699701641069588
non-ferrous-metals,aluminium-primary,aluminium-primary-production-reference,elec,mwh_t,13.283788342479312,1.0986522334133275,13.283788342479312,13.283788342479312,13.283788342479312
non-ferrous-metals,aluminium-secondary,aluminium-secondary-production-reference,CH4,mwh_t,1.0953232020027548,0.33154216172738377,1.0953232020027548,1.0953232020027548,1.0953232020027548
non-ferrous-metals,aluminium-secondary,aluminium-secondary-production-reference,HC,mwh_t,0.07144859149885989,0.07331826315083631,0.07144859149885989,0.07144859149885989,0.07144859149885989
non-ferrous-metals,aluminium-secondary,aluminium-secondary-production-reference,bio,mwh_t,0.002200329688968751,0.0037383349742000946,0.002200329688968751,0.002200329688968751,0.002200329688968751
non-ferrous-metals,aluminium-secondary,aluminium-secondary-production-reference,coal,mwh_t,0.03377499832189011,0.06295455358978178,0.03377499832189011,0.03377499832189011,0.03377499832189011
non-ferrous-metals,aluminium-secondary,aluminium-secondary-production-reference,elec,mwh_t,0.7086344894837496,0.30192749608285285,0.7086344894837496,0.7086344894837496,0.7086344894837496
non-ferrous-metals,other-non-ferrous-metals,other-non-ferrous-metals-production-reference,CH4,mwh_t_lead_eq,1.886152458661552,0.8606367326297224,1.886152458661552,1.886152458661552,1.886152458661552
non-ferrous-metals,other-non-ferrous-metals,other-non-ferrous-metals-production-reference,HC,mwh_t_lead_eq,0.1409368487153863,0.17811598670413958,0.1409368487153863,0.1409368487153863,0.1409368487153863
non-ferrous-metals,other-non-ferrous-metals,other-non-ferrous-metals-production-reference,bio,mwh_t_lead_eq,0.0015560123677344005,0.0035208546242952586,0.0015560123677344005,0.0015560123677344005,0.0015560123677344005
non-ferrous-metals,other-non-ferrous-metals,other-non-ferrous-metals-production-reference,coal,mwh_t_lead_eq,0.17246098266343352,0.3149746783467082,0.17246098266343352,0.17246098266343352,0.17246098266343352
non-ferrous-metals,other-non-ferrous-metals,other-non-ferrous-metals-production-reference,elec,mwh_t_lead_eq,1.6572377119556276,0.6859781419765173,1.6572377119556276,1.6572377119556276,1.6572377119556276
other-industrial-sectors,other-industrial-sectors,other-industrial-sectors_production-reference,CH4,mwh_mwh,0.5611662583489161,0.31030296673958013,0.5611662583489161,0.5611662583489161,0.5611662583489161
other-industrial-sectors,other-industrial-sectors,other-industrial-sectors_production-reference,HC,mwh_mwh,0.8367731335005588,0.5213461683864278,0.8367731335005588,0.8367731335005588,0.8367731335005588
other-industrial-sectors,other-industrial-sectors,other-industrial-sectors_production-reference,bio,mwh_mwh,0.08446682085221141,0.11267929474939721,0.08446682085221141,0.08446682085221141,0.08446682085221141
other-industrial-sectors,other-industrial-sectors,other-industrial-sectors_production-reference,coal,mwh_mwh,0.028804334329871614,0.06631674240904745,0.028804334329871614,0.028804334329871614,0.028804334329871614
other-industrial-sectors,other-industrial-sectors,other-industrial-sectors_production-reference,elec,mwh_mwh,1.0320732354826652,0.25278333772704553,1.0320732354826652,1.0320732354826652,1.0320732354826652
other-industrial-sectors,other-industrial-sectors,other-industrial-sectors_production-reference,heat,mwh_mwh,0.00819680588398731,0.0066493616359013805,0.00819680588398731,0.00819680588398731,0.00819680588398731
other-industrial-sectors,other-industrial-sectors,other-industrial-sectors_production-reference,steam,mwh_mwh,0.0005085236511870562,0.0006204965184525625,0.0005085236511870562,0.0005085236511870562,0.0005085236511870562
pulp-and-paper,paper,paper-production-reference,CH4,mwh_t,0.9864704317784988,0.5660607130332475,0.9864704317784988,0.9864704317784988,0.9864704317784988
pulp-and-paper,paper,paper-production-reference,HC,mwh_t,0.07583560419003132,0.10265745914306224,0.07583560419003132,0.07583560419003132,0.07583560419003132
pulp-and-paper,paper,paper-production-reference,bio,mwh_t,0.8596389344169305,0.8050921883152781,0.8596389344169305,0.8596389344169305,0.8596389344169305
pulp-and-paper,paper,paper-production-reference,coal,mwh_t,0.0576182220579897,0.09859951156520928,0.0576182220579897,0.0576182220579897,0.0576182220579897
pulp-and-paper,paper,paper-production-reference,elec,mwh_t,0.5110696926910835,0.21021111817306823,0.5110696926910835,0.5110696926910835,0.5110696926910835
pulp-and-paper,printing-and-media,printing-and-media-production-reference,CH4,mwh_t_paper_eq,0.24802089811084926,0.24578282711862803,0.24802089811084926,0.24802089811084926,0.24802089811084926
pulp-and-paper,printing-and-media,printing-and-media-production-reference,HC,mwh_t_paper_eq,0.006042004412357479,0.011784689692995147,0.006042004412357479,0.006042004412357479,0.006042004412357479
pulp-and-paper,printing-and-media,printing-and-media-production-reference,elec,mwh_t_paper_eq,1.4519602567551175,0.37460694453171617,1.4519602567551175,1.4519602567551175,1.4519602567551175
pulp-and-paper,pulp,pulp-production-reference,CH4,mwh_t,0.773623113737187,0.3832428831985461,0.773623113737187,0.773623113737187,0.773623113737187
pulp-and-paper,pulp,pulp-production-reference,HC,mwh_t,0.060451278903642006,0.06217603833193373,0.060451278903642006,0.060451278903642006,0.060451278903642006
pulp-and-paper,pulp,pulp-production-reference,bio,mwh_t,1.1162980971950311,1.0049119632357852,1.1162980971950311,1.1162980971950311,1.1162980971950311
pulp-and-paper,pulp,pulp-production-reference,coal,mwh_t,0.0704037886584582,0.10765646759377237,0.0704037886584582,0.0704037886584582,0.0704037886584582
pulp-and-paper,pulp,pulp-production-reference,elec,mwh_t,1.2483176889197012,0.7984674981033874,1.2483176889197012,1.2483176889197012,1.2483176889197012
pulp-and-paper,pulp,pulp-production-reference,steam,mwh_t,0.1536165262059329,0.17874535546854362,0.1536165262059329,0.1536165262059329,0.1536165262059329
textiles-and-leather,leather-and-textile,leather-and-textile-production-reference,CH4,mwh_mwh,0.9532137186085156,0.3469551161041086,0.9532137186085156,0.9532137186085156,0.9532137186085156
textiles-and-leather,leather-and-textile,leather-and-textile-production-reference,HC,mwh_mwh,0.10986449821086659,0.1334092048941793,0.10986449821086659,0.10986449821086659,0.10986449821086659
textiles-and-leather,leather-and-textile,leather-and-textile-production-reference,bio,mwh_mwh,0.016226668284197557,0.022163177742782366,0.016226668284197557,0.016226668284197557,0.016226668284197557
textiles-and-leather,leather-and-textile,leather-and-textile-production-reference,coal,mwh_mwh,0.00822449145568923,0.029781546813248006,0.00822449145568923,0.00822449145568923,0.00822449145568923
textiles-and-leather,leather-and-textile,leather-and-textile-production-reference,elec,mwh_mwh,0.9562703189205238,0.3214006492210421,0.9562703189205238,0.9562703189205238,0.9562703189205238
transport-equipment,transport-equipment,transport-equipment-production-reference,CH4,mwh_mwh,0.438623542338487,0.25366907055055654,0.438623542338487,0.438623542338487,0.438623542338487
transport-equipment,transport-equipment,transport-equipment-production-reference,HC,mwh_mwh,0.12345408072656167,0.1646653809382924,0.12345408072656167,0.12345408072656167,0.12345408072656167
transport-equipment,transport-equipment,transport-equipment-production-reference,bio,mwh_mwh,0.011539591268964488,0.028514561301472063,0.011539591268964488,0.011539591268964488,0.011539591268964488
transport-equipment,transport-equipment,transport-equipment-production-reference,coal,mwh_mwh,0.007861733197407307,0.023086402078576342,0.007861733197407307,0.007861733197407307,0.007861733197407307
transport-equipment,transport-equipment,transport-equipment-production-reference,elec,mwh_mwh,1.0981484778730972,0.25249765279535896,1.0981484778730972,1.0981484778730972,1.0981484778730972
transport-equipment,transport-equipment,transport-equipment-production-reference,heat,mwh_mwh,0.0826912362443301,0.04294459519285586,0.0826912362443301,0.0826912362443301,0.0826912362443301
wood-and-wood-products,wood-and-wood-products,wood-and-wood-products_production-reference,CH4,mwh_mwh,0.3302747389476253,0.2609204651136091,0.3302747389476253,0.3302747389476253,0.3302747389476253
wood-and-wood-products,wood-and-wood-products,wood-and-wood-products_production-reference,HC,mwh_mwh,0.07901811323040817,0.0635491734945435,0.07901811323040817,0.07901811323040817,0.07901811323040817
wood-and-wood-products,wood-and-wood-products,wood-and-wood-products_production-reference,bio,mwh_mwh,1.16179995344008,0.46827088617072893,1.16179995344008,1.16179995344008,1.16179995344008
wood-and-wood-products,wood-and-wood-products,wood-and-wood-products_production-reference,coal,mwh_mwh,0.002944640454185001,0.012209619352161473,0.002944640454185001,0.002944640454185001,0.002944640454185001
wood-and-wood-products,wood-and-wood-products,wood-and-wood-products_production-reference,elec,mwh_mwh,0.7288801856415303,0.39342350216991345,0.7288801856415303,0.7288801856415303,0.7288801856415303
